ln_green_applications_total,ln_application_difference,ln_green_invention_applications,ln_green_utility_applications,ln_invention_application_difference,ln_utility_application_difference,ln_green_obtained_total,green_applications_total,green_innovation_dummy2,green_rate,green_rate_obtained,r_and_d_staff_rate,r_and_d_expenditure_10k,r_and_d_staff_count,ln_rnd_exp_over_total_assets,operating_cost1_over_assets_growth,operating_cost_growth,social_responsibility_score_growth,ln_environmental_investment,sumfine_over_total_assets_e3,sumfine_over_total_assets_original,ln_sumfine_over_total_assets_e3,sumfine,penalty_count,penalty_dummy,sum_news,sum_news_div100,sumfine_over_revenue_e3,sumfine_original_w_over_assets_e3,size,leverage,cashflow,firm_growth_w,firm_growth,historical_performance,market_power_517,market_power,capital_intensity,management_shareholding,pc,listing_age,state_owned,size_w,lev_w,cashflow_w,historical_performance_w,management_shareholding_w,pc_w,market_power_w,firm_growth_w,capital_intensity_w,id,pid,indid,year,analyst_attention01_mean,esg_increase,media_cover,cover_x_sumfine_over_assets_e3,province_max_penalty_count,province_max_penalty_amount,province_max_penalty_intensity,province_avg_penalty_intensity,province_industry_max_penalty_count,province_industry_max_penalty_amount,province_industry_avg_penalty_amount,province_industry_max_penalty_intensity,heavy_pollution,penalty_strengthen,env_subsidy_over_assets01,env_subsidy_over_assets0132,env_subsidy0132_x_sumfine_over_assets_e3,analyst_attention01_mean_x_sumfine_over_assets_e3,esg_increase_x_sumfine_over_assets_e3,quan_firm_strategy_index,green_executive,sumfine_over_assets_e3_nozero,aqi,pscore,ranorder,so2_div_e3,xsumfine,environmental_tax,emissions_trading_2007_start,carbon_trading_2013_start,word_count,ln_total_reduction_technology_environment_transformation_1000_over_word_count,province_industry_avg_penalty_amount,province_avg_penalty_count,province_avg_penalty_intensity,peers_mean_over_assets_e3_excluding_non_penalty
1.3862944,3.8918202,1.0986123,0.6931472,3.2580965,3.1780539,1.0986123,3.0,1.0,0.057692308,0.083333336,0.2958042,9429.415,423.0,-3.6463032,1.0,1.0996879,-5.9800005,0.0,0.0,,0.0,0.0,0.0,0.0,24.0,0.24,0.0,0.0,22.008232,0.60302657,0.01151451,0.068760656,0.068760656,0.042493,0.17034599,4.4382024,14.742804,22.0523,1.0,1.9459101,0.0,22.008232,0.60302657,0.01151451,0.042493,22.0523,1.0,4.4382024,0.068760656,14.742804,300340.0,19.0,39.0,2018.0,1.0,0.0,0.0,0.0,21.0,246.0,1.4848632,0.03568407,4.0,106.0,16.964483,0.15049674,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,,65.5,0.22409751687854942,0.6016331,0.008416667,0.021284807,1.0,0.0,1.0,47958.0,1.3605584,16.964483,1.1532258,0.03568407,0.0
0.6931472,2.8903718,0.6931472,0.0,2.1972246,2.3025851,0.0,1.0,0.0,0.05263158,0.0,0.243338,10234.37,347.0,-3.4842157,0.0,0.8237155,-6.7799997,0.0,0.0,,0.0,0.0,0.0,0.0,26.0,0.26,0.0,0.0,21.928062,0.5651013,0.09622165,-0.16454443,-0.16454443,0.015245,0.18449791,4.423681,14.665435,22.0523,1.0,2.0794415,0.0,21.928062,0.5651013,0.09622165,0.015245,22.0523,1.0,4.423681,-0.16454443,14.665435,300340.0,19.0,38.0,2019.0,0.0,1.0,0.0,0.0,10.0,158.0,0.39077514,0.023645017,2.0,65.0,8.777778,0.022617863,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,,72.25,0.23514310872468314,0.24074934,0.006916667,0.013108206,1.0,0.0,1.0,53984.0,1.3244395,8.777778,1.0967742,0.023645017,0.0
0.0,4.1431346,0.0,0.0,3.218876,3.6635616,0.0,0.0,0.0,0.0,0.0,0.25684932,11119.255,375.0,-3.1304243,1.0,1.0459014,-6.69,0.0,0.027510362,2.7510361e-05,0.027138751,7.0,1.0,1.0,16.0,0.16,0.042515207,0.027510362,21.657198,0.72682625,-0.050684333,-0.10513752,-0.10513752,0.008644,0.028533539,4.5783324,14.371007,15.4087,1.0,2.1972246,0.0,21.657198,0.72682625,-0.050684333,0.008644,15.4087,1.0,4.5783324,-0.10513752,14.371007,300340.0,19.0,38.0,2020.0,0.0,0.0,0.0,0.0,2.0,52.28,0.26328143,0.0031542764,1.0,7.0,0.7,0.027510362,0.0,0.0,1.0,1.0,0.027510362,0.0,0.0,2.0,0.0,0.027510362,59.833332,0.19565878149137936,0.35658628,0.006916667,0.019527858,1.0,0.0,1.0,51275.0,1.4300569,0.7,0.09677419,0.0031542764,0.0
,,,,,,,,1.0,,,,18533.057,419.0,-3.1730762,1.0,,,,,,,,0.0,0.0,,,,,22.210728,0.8403581,0.038853783,1.0228994,1.0228994,-0.253238,0.14783259,,,14.492,,2.3025851,0.0,22.210728,0.8403581,0.038853783,-0.171906,14.492,,,1.0228994,,300340.0,19.0,38.0,2021.0,1.0,0.0,1.0,,0.0,,,,0.0,,,,0.0,0.0,1.0,1.0,,,,2.0,0.0,,69.5,,0.3761623,0.0085,,1.0,0.0,1.0,55405.0,1.4164505,,0.0,,
0.0,2.1972246,0.0,0.0,2.1972246,0.0,0.0,0.0,0.0,0.0,0.0,0.1400862,1465.7788,65.0,-5.1299677,0.0,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,34.0,0.34,0.0,0.0,21.63045,0.31420517,0.020092532,0.15849209,0.15849209,0.014593,0.1651503,4.446076,15.490565,56.062,0.0,1.3862944,0.0,21.63045,0.31420517,0.020092532,0.014593,56.062,0.0,4.446076,0.15849209,15.490565,300343.0,15.0,26.0,2015.0,0.0,0.0,0.0,0.0,1.0,15.0,0.04758603,0.0012040561,1.0,15.0,1.6666666,0.018637052,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,125.833336,0.23796242856079328,0.40795162,0.08208333,-0.021711493,0.0,0.0,0.0,41417.0,0.7120774,1.6666666,0.036363635,0.0012040561,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0882353,2075.8662,66.0,-5.4952936,1.0,2.2227938,4.49,0.0,0.0,,0.0,0.0,0.0,0.0,30.0,0.3,0.0,0.0,22.343767,0.20375487,-0.00969789,1.4165351,1.4165351,0.016181,0.2487202,4.366522,15.726365,38.6312,0.0,1.609438,0.0,22.343767,0.20375487,-0.00969789,0.016181,38.6312,0.0,4.366522,1.4165351,15.726365,300343.0,15.0,64.0,2016.0,0.0,0.0,0.0,0.0,6.0,50.8,0.09573858,0.0033931127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,113.083336,0.20869212329806108,0.77635854,0.057916667,-0.015289368,0.0,0.0,0.0,,,0.0,0.5081967,0.0033931127,0.0
0.0,1.3862944,0.0,0.0,1.3862944,0.0,0.0,0.0,0.0,0.0,0.0,0.12740141,3070.558,126.0,-5.2865214,0.0,1.1564856,-1.8199997,0.0,0.0,,0.0,0.0,0.0,0.0,14.0,0.14,0.0,0.0,22.526476,0.27049577,0.07624729,0.18732008,0.18732008,0.052719,0.27503324,4.3358703,15.629783,37.4511,0.0,1.7917595,0.0,22.526476,0.27049577,0.07624729,0.052719,37.4511,0.0,4.3358703,0.18732008,15.629783,300343.0,15.0,64.0,2017.0,0.0,0.0,0.0,0.0,7.0,87.2913,0.3151779,0.012045746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,110.333336,0.24439916113454513,0.941493,0.041,-0.0014045109,0.0,0.0,0.0,43208.0,0.6672643,0.0,0.84126985,0.012045746,0.0
0.0,2.3025851,0.0,0.0,2.1972246,0.6931472,0.0,0.0,0.0,0.0,0.0,0.066797644,2780.418,68.0,-4.9816933,1.0,1.432883,-23.32,0.0,0.0,,0.0,0.0,0.0,0.0,9.0,0.09,0.0,0.0,22.12239,0.43496972,-0.011059017,0.3005865,0.3005865,0.070641,0.17816003,4.431664,15.1967945,30.7264,0.0,1.9459101,0.0,22.12239,0.43496972,-0.011059017,0.070641,30.7264,0.0,4.431664,0.3005865,15.1967945,300343.0,15.0,64.0,2018.0,0.0,1.0,0.0,0.0,14.0,555.0,0.1874739,0.020006085,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,,95.0,0.21505757833512903,0.6952748,0.024833333,0.017982818,0.0,0.0,0.0,53897.0,0.8404146,0.0,2.1111112,0.020006085,0.0
0.0,2.7080503,0.0,0.0,2.3978953,1.609438,0.0,0.0,0.0,0.0,0.0,0.04024768,5164.9595,52.0,-4.153143,1.0,1.0397756,-1.29,17.741526,0.09432083,9.4320836e-05,0.09013393,31.0,5.0,1.0,2.0,0.02,0.08822488,0.09432083,21.913136,0.7117246,0.03447551,-0.023814104,-0.023814104,-0.374996,0.115052834,4.4943123,14.749189,26.303,0.0,2.0794415,0.0,21.913136,0.7117246,0.03447551,-0.171906,26.303,0.0,4.4943123,-0.023814104,14.749189,300343.0,15.0,64.0,2019.0,1.0,0.0,0.0,0.0,13.0,292.0,0.28784093,0.014844845,5.0,31.0,31.0,0.09432083,0.0,1.0,1.0,1.0,0.09432083,0.09432083,0.0,2.0,0.0,0.09432083,109.5,0.1530161456333737,0.9075194,0.021666666,0.025450846,0.0,0.0,0.0,57811.0,1.3079134,31.0,1.2698413,0.014844845,
0.0,2.3025851,0.0,0.0,2.0794415,1.0986123,0.0,0.0,0.0,0.0,0.0,0.3372093,4112.9604,203.0,-3.9674778,0.0,0.5163353,5.88,13.876129,0.0,,0.0,0.0,0.0,0.0,1.0,0.01,0.0,0.0,21.499716,0.6262815,0.032682344,-0.48052338,-0.505261,-0.40219,0.07232676,4.5370464,15.099459,17.523,0.0,2.1972246,0.0,21.499716,0.6262815,0.032682344,-0.171906,17.523,0.0,4.5370464,-0.48052338,15.099459,300343.0,15.0,64.0,2020.0,1.0,0.0,0.0,0.0,2.0,39.0,0.12600215,0.002115342,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,,99.166664,0.13341059251911436,0.8855602,0.01775,0.02996562,0.0,0.0,0.0,54360.0,1.543122,0.0,0.06349207,0.002115342,0.0
,,,,,,,,1.0,,,,6730.8506,216.0,-3.3386228,0.0,,,,,,,,0.0,0.0,,,,,21.36342,0.4200629,0.19345374,0.055632263,0.055632263,-0.035175,0.50326365,,,11.8813,,2.3025851,0.0,21.36342,0.4200629,0.19345374,-0.035175,11.8813,,,0.055632263,,300343.0,15.0,26.0,2021.0,0.0,1.0,1.0,,0.0,,,,0.0,,,,1.0,0.0,0.0,0.0,,,,2.0,0.0,,102.25,,0.48399946,0.019,,0.0,0.0,0.0,61064.0,1.6812862,,0.0,,
0.0,2.8332133,0.0,0.0,1.9459101,2.3978953,0.0,0.0,0.0,0.0,0.0,0.06984127,2246.0066,44.0,-3.867043,0.0,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,15.0,0.15,0.0,0.0,20.794292,0.21444744,-0.018069783,0.08613961,0.08613961,0.01417,0.4545794,4.157707,14.348573,30.3965,1.0,1.3862944,0.0,20.794292,0.21444744,-0.018069783,0.01417,30.3965,1.0,4.157707,0.08613961,14.348573,300345.0,18.0,33.0,2015.0,0.0,0.0,0.0,0.0,1.0,8.0,0.019966705,0.0009983352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,86.833336,0.14829446059328022,0.94120055,0.018416667,0.06986115,0.0,1.0,0.0,37317.0,0.97886777,0.0,0.05,0.0009983352,0.0
0.0,2.4849067,0.0,0.0,2.3025851,1.0986123,0.0,0.0,0.0,0.0,0.0,0.06313993,1802.1475,37.0,-4.1128693,0.0,0.82752085,1.1299992,0.0,0.0,,0.0,0.0,0.0,0.0,20.0,0.2,0.0,0.0,20.819944,0.23172343,-0.08266494,-0.14192624,-0.14192624,0.026098,0.49083513,4.1299224,14.446624,26.1755,1.0,1.609438,0.0,20.819944,0.23172343,-0.08266494,0.026098,26.1755,1.0,4.1299224,-0.14192624,14.446624,300345.0,18.0,33.0,2016.0,0.0,0.0,0.0,0.0,3.0,8.793,0.027101304,0.0029444378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,,82.75,0.13768557123421638,0.760878,0.015916668,0.07344632,0.0,1.0,0.0,37635.0,0.9634917,0.0,0.2857143,0.0029444378,0.0
1.0986123,2.4849067,0.6931472,0.6931472,2.3978953,0.6931472,0.6931472,2.0,1.0,0.14285715,0.2,0.08883249,2910.9053,35.0,-3.5542808,1.0,1.0333424,-21.99,0.0,0.0,,0.0,0.0,0.0,0.0,18.0,0.18,0.0,0.0,20.74084,0.23610689,0.015514763,-0.23940238,-0.23940238,0.008761,0.18438579,4.440166,14.764489,26.1755,1.0,1.7917595,0.0,20.74084,0.23610689,0.015514763,0.008761,26.1755,1.0,4.440166,-0.23940238,14.764489,300345.0,18.0,33.0,2017.0,0.0,0.0,0.0,0.0,4.0,24.1293,0.12195735,0.010132689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,85.083336,0.15915389683035042,0.9762832,0.012916667,0.073711984,0.0,1.0,0.0,39570.0,0.9717855,0.0,0.3478261,0.010132689,0.0
0.0,3.1780539,0.0,0.0,2.7725887,2.1972246,0.0,0.0,0.0,0.0,0.0,0.10646388,2823.6672,28.0,-3.1023912,1.0,0.7831937,3.3200002,0.0,0.0,,0.0,0.0,0.0,0.0,25.0,0.25,0.0,0.0,20.258524,0.27766705,0.046011794,-0.3081065,-0.3081065,-0.052458,0.060437728,4.5744295,14.686369,26.1828,1.0,1.9459101,0.0,20.347212,0.27766705,0.046011794,-0.052458,26.1828,1.0,4.5744295,-0.3081065,14.686369,300345.0,18.0,33.0,2018.0,1.0,1.0,0.0,0.0,4.0,320.0,1.186761,0.10315876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,76.25,0.14471862790235282,0.026570879,0.009166666,0.07927839,1.0,1.0,0.0,41142.0,0.838341,0.0,0.9166667,0.10315876,0.0
0.0,1.3862944,0.0,0.0,1.0986123,0.6931472,0.0,0.0,0.0,0.0,0.0,0.087248325,1039.259,26.0,-4.0263934,1.0,0.9443436,16.77,0.0,0.85823417,0.0008582342,0.61962664,50.0,2.0,1.0,21.0,0.21,4.055612,0.85823417,20.182997,0.13912946,0.09582801,0.17892562,0.17892562,-0.362339,0.28230643,4.346625,14.485904,0.0,0.0,2.0794415,0.0,20.347212,0.13912946,0.09582801,-0.171906,0.0,0.0,4.346625,0.17892562,14.485904,300345.0,18.0,33.0,2019.0,1.0,0.0,0.0,0.0,5.0,800.0,2.9178805,0.20825887,2.0,50.0,50.0,0.85823417,0.0,0.0,1.0,1.0,0.85823417,0.85823417,0.0,2.0,0.0,0.85823417,83.416664,0.0988462691825671,0.26851007,0.007166667,0.076905146,1.0,1.0,0.0,44773.0,0.8501908,50.0,0.9583333,0.20825887,
0.0,2.8903718,0.0,0.0,0.0,2.8903718,0.0,0.0,0.0,0.0,0.0,0.06535948,459.666,20.0,-4.800319,1.0,1.1546016,-6.96,0.0,0.0,,0.0,0.0,0.0,0.0,10.0,0.1,0.0,0.0,20.14116,0.09154204,0.048716236,0.21014114,0.21014114,0.078779,0.32928815,4.3051996,14.417574,0.0,0.0,2.1972246,0.0,20.347212,0.09154204,0.048716236,0.078779,0.0,0.0,4.3051996,0.21014114,14.417574,300345.0,18.0,33.0,2020.0,1.0,1.0,0.0,0.0,1.0,3.0,0.032421537,0.0013508974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,,70.666664,0.13851416483099782,0.87030315,0.0065833335,0.07874482,1.0,1.0,0.0,45458.0,0.8603112,0.0,0.041666668,0.0013508974,0.0
,,,,,,,,1.0,,,,561.3642,23.0,-4.626086,1.0,,,,,,,,0.0,0.0,,,,,20.166796,0.10574155,0.03738995,0.058250453,0.058250453,0.010098,0.2842434,,,0.0,,2.3025851,0.0,20.347212,0.10574155,0.03738995,0.010098,0.0,,,0.058250453,,300345.0,18.0,33.0,2021.0,1.0,0.0,1.0,,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,,,,3.0,0.0,,75.5,,0.24878874,0.007,,1.0,1.0,0.0,48206.0,0.9383742,,0.0,,
1.609438,4.2195077,1.0986123,1.0986123,3.4339871,3.637586,0.6931472,4.0,0.0,0.055555556,0.024390243,0.21401516,3212.6077,339.0,-3.686153,0.0,1.0,,17.975483,0.0,,0.0,0.0,0.0,0.0,12.0,0.12,0.0,0.0,20.97133,0.14230582,0.043489918,0.3308299,0.3308299,0.104736,0.5982426,4.015395,13.603623,42.5445,0.0,1.3862944,0.0,20.97133,0.14230582,0.043489918,0.104736,42.5445,0.0,4.015395,0.3308299,13.603623,300351.0,11.0,39.0,2015.0,1.0,0.0,0.0,0.0,1.0,7.0,0.0039424365,4.693377e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,71.666664,0.1685640004335734,0.007902621,0.008416667,0.016870752,0.0,1.0,0.0,32398.0,1.1701138,0.0,0.011904762,4.693377e-05,0.0
2.6390574,4.5108595,1.7917595,2.1972246,3.4965076,4.0775375,2.3978953,13.0,1.0,0.125,0.15873016,0.18454662,5431.8633,578.0,-4.046287,0.0,1.9803934,-1.3799992,17.489815,0.0,,0.0,0.0,0.0,0.0,21.0,0.21,0.0,0.0,21.856665,0.1317457,0.012605808,0.87576,0.87576,0.092347,0.5439609,4.0876255,13.807239,40.0863,0.0,1.609438,0.0,21.856665,0.1317457,0.012605808,0.092347,40.0863,0.0,4.0876255,0.87576,13.807239,300351.0,11.0,39.0,2016.0,1.0,0.0,0.0,0.0,3.0,20.0,0.07677452,0.002044208,1.0,3.5,0.7,0.011841323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,66.0,0.1959610403677262,0.95081675,0.00875,0.010083728,0.0,1.0,0.0,40757.0,1.2394074,0.7,0.16666667,0.002044208,0.0
1.609438,4.0073333,0.0,1.609438,2.3025851,3.8286414,2.0794415,4.0,0.0,0.06779661,0.10769231,0.20394492,6227.872,548.0,-3.9889483,1.0,1.3987242,-0.6500015,12.98162,0.0,,0.0,0.0,0.0,0.0,18.0,0.18,0.0,0.0,21.936079,0.13821174,-0.0110673625,0.32504207,0.32504207,0.071185,0.4898446,4.1246023,14.040243,40.3858,0.0,1.7917595,0.0,21.936079,0.13821174,-0.0110673625,0.071185,40.3858,0.0,4.1246023,0.32504207,14.040243,300351.0,11.0,39.0,2017.0,1.0,0.0,0.0,0.0,3.0,75.89,0.11966518,0.004846795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,64.583336,0.19116802673862252,0.38888043,0.0065,0.012243092,0.0,1.0,0.0,39789.0,1.1976117,0.0,0.2371134,0.004846795,0.0
2.8332133,4.624973,1.609438,2.5649493,3.5553482,4.2195077,2.1972246,16.0,1.0,0.13559322,0.1,0.20758258,7929.8657,553.0,-3.5955799,1.0,1.0851969,-20.63,15.52558,0.02422656,2.422656e-05,0.02393775,7.0,1.0,1.0,7.0,0.07,0.05342418,0.02422656,21.784311,0.1709796,0.05288642,0.031390674,0.031390674,0.050706,0.43899128,4.1774073,13.896728,40.3855,0.0,1.9459101,0.0,21.784311,0.1709796,0.05288642,0.050706,40.3855,0.0,4.1774073,0.031390674,13.896728,300351.0,11.0,39.0,2018.0,0.0,0.0,0.0,0.0,9.0,266.098,0.47202498,0.04094164,3.0,19.0,6.5,0.11309021,0.0,0.0,0.0,1.0,0.02422656,0.0,0.0,3.0,0.0,0.02422656,56.75,0.1985242492911807,0.48485345,0.0056666667,0.013301815,0.0,1.0,0.0,43096.0,1.2806141,6.5,1.2772278,0.04094164,0.02191927
2.0794415,4.8441873,0.0,2.0794415,3.465736,4.564348,2.3025851,7.0,0.0,0.052238807,0.077586204,0.20802534,10859.72,591.0,-3.0999136,1.0,0.8458915,-1.6899999,16.178257,0.0,,0.0,0.0,0.0,0.0,3.0,0.03,0.0,0.0,21.60307,0.20200309,-0.005674396,-0.17551778,-0.17551778,-0.155309,0.4133558,4.2014904,13.651158,36.2183,0.0,2.0794415,0.0,21.60307,0.20200309,-0.005674396,-0.155309,36.2183,0.0,4.2014904,-0.17551778,13.651158,300351.0,11.0,39.0,2019.0,0.0,0.0,0.0,0.0,12.0,252.0,0.33036178,0.022281284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,,59.75,0.14865739271465067,0.4387558,0.004583333,0.015803995,0.0,1.0,0.0,46962.0,1.2502959,0.0,0.9108911,0.022281284,0.0
2.8903718,4.6821313,1.3862944,2.7080503,3.2580965,4.4188404,2.7080503,17.0,1.0,0.136,0.14,0.17525773,8821.797,425.0,-3.3487315,0.0,0.9373746,15.549999,16.161455,0.0,,0.0,0.0,0.0,0.0,14.0,0.14,0.0,0.0,21.644053,0.19169377,0.043591253,-0.024620624,-0.024620624,-0.17319,0.4530993,4.162766,13.850466,36.2183,0.0,2.1972246,0.0,21.644053,0.19169377,0.043591253,-0.171906,36.2183,0.0,4.162766,-0.024620624,13.850466,300351.0,11.0,39.0,2020.0,0.0,0.0,0.0,0.0,4.0,29.0,0.027689638,0.00088928395,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,,58.916668,0.1555367450176369,0.45480394,0.004166667,0.014996328,0.0,1.0,0.0,45315.0,1.2697209,0.0,0.10891089,0.00088928395,0.0
1.7917595,3.6109178,1.609438,0.6931472,2.5649493,3.218876,1.9459101,5.0,0.0,0.11904762,0.08,,9497.358,466.0,-3.3390043,1.0,,,,,,,,0.0,0.0,,,,,21.708113,0.19898227,0.03392023,0.090763435,0.090763435,0.043524,0.42799678,,,34.4885,,2.3025851,0.0,21.708113,0.19898227,0.03392023,0.043524,34.4885,,,0.090763435,,300351.0,11.0,39.0,2021.0,0.0,1.0,1.0,,0.0,,,,0.0,,,,0.0,0.0,0.0,1.0,,,,3.0,0.0,,57.5,,0.39421543,0.0055,,0.0,1.0,0.0,40427.0,1.2308452,,0.0,,
0.0,2.7725887,0.0,0.0,2.1972246,2.0794415,0.0,0.0,0.0,0.0,0.0,0.06917476,3277.2979,114.0,-3.7684832,0.0,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,9.0,0.09,0.0,0.0,21.073599,0.2048771,0.08275903,-0.10356339,-0.10356339,0.125263,0.35535517,4.256996,13.666281,37.1354,0.0,0.6931472,0.0,21.073599,0.2048771,0.08275903,0.125263,37.1354,0.0,4.256996,-0.10356339,13.666281,300375.0,2.0,29.0,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,103.0,0.23710743498150666,0.9610411,0.028833333,0.0066963877,0.0,1.0,1.0,50800.0,0.62387305,0.0,0.0,0.0,0.0
0.0,3.465736,0.0,0.0,2.5649493,2.9957323,0.0,0.0,0.0,0.0,0.0,0.08281998,4437.8687,121.0,-3.5641994,0.0,1.094647,-0.84000015,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.03,0.0,0.0,21.17247,0.19020027,0.07902013,0.10404356,0.10404356,0.096336,0.36390254,4.250844,13.885593,36.9774,0.0,1.0986123,0.0,21.17247,0.19020027,0.07902013,0.096336,36.9774,0.0,4.250844,0.10404356,13.885593,300375.0,2.0,29.0,2016.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,,103.916664,0.23470371194237905,0.6355502,0.021083333,0.011373584,0.0,1.0,1.0,50513.0,0.72708076,0.0,0.0,0.0,0.0
0.0,2.5649493,0.0,0.0,1.7917595,2.0794415,0.0,0.0,0.0,0.0,0.0,0.09191176,4941.3203,150.0,-3.6329665,0.0,1.1194474,-1.5900002,0.0,0.0,,0.0,0.0,0.0,0.0,10.0,0.1,0.0,0.0,21.348694,0.14666079,0.06893518,0.05051141,0.05051141,0.105347,0.30034456,4.3143606,13.951133,36.3288,0.0,1.3862944,0.0,21.348694,0.14666079,0.06893518,0.105347,36.3288,0.0,4.3143606,0.05051141,13.951133,300375.0,2.0,29.0,2017.0,0.0,0.0,0.0,0.0,3.0,45.046,0.06064175,0.0042199288,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,,107.75,0.24326589540809715,0.6736747,0.01625,0.012630721,0.0,1.0,1.0,49560.0,0.99136674,0.0,0.33333334,0.0042199288,0.0
0.6931472,3.637586,0.0,0.6931472,2.1972246,3.4011974,0.0,1.0,1.0,0.025641026,0.0,0.06856634,5264.4146,231.0,-3.9549313,0.0,1.3495976,-3.7399998,0.0,0.036395278,3.639528e-05,0.035748612,10.0,1.0,1.0,5.0,0.05,0.068576805,0.036395278,21.733997,0.35542166,-0.007981211,0.27602017,0.27602017,0.069413,0.24428406,4.370538,13.611626,37.1345,0.0,1.609438,0.0,21.733997,0.35542166,-0.007981211,0.069413,37.1345,0.0,4.370538,0.27602017,13.611626,300375.0,2.0,29.0,2018.0,0.0,1.0,0.0,0.0,4.0,240.0,0.17512389,0.037144363,1.0,10.0,10.0,0.036395278,1.0,0.0,0.0,0.0,0.0,0.0,0.036395278,2.0,0.0,0.036395278,91.583336,0.24363358404367957,0.36450124,0.011166667,0.018765971,0.0,1.0,1.0,50098.0,1.1803701,10.0,1.1333333,0.037144363,
0.0,3.0910425,0.0,0.0,1.7917595,2.8332133,0.6931472,0.0,0.0,0.0,0.023255814,0.10600565,6613.141,263.0,-3.8078742,0.0,1.0684127,-4.000001,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.01,0.0,0.0,21.81503,0.24906154,0.048631888,0.09790929,0.09790929,0.055085,0.27151775,4.3420777,13.998611,30.6976,0.0,1.7917595,0.0,21.81503,0.24906154,0.048631888,0.055085,30.6976,0.0,4.3420777,0.09790929,13.998611,300375.0,2.0,29.0,2019.0,0.0,0.0,0.0,0.0,1.0,20.0,0.04949103,0.003403635,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,100.083336,0.2537022543741493,0.1169611,0.010916667,0.015770178,0.0,1.0,1.0,53703.0,1.2189046,0.0,0.3125,0.003403635,0.0
0.6931472,3.3672957,0.6931472,0.0,1.609438,3.218876,0.0,1.0,1.0,0.033333335,0.0,0.10798696,6709.5547,265.0,-3.605382,1.0,1.0545888,-14.93,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.03,0.0,0.0,21.62701,0.25912198,0.08120748,0.0462648,0.0462648,0.050705,0.26359335,4.3507037,13.821535,0.0441,0.0,1.9459101,0.0,21.62701,0.25912198,0.08120748,0.050705,0.0441,0.0,4.3507037,0.0462648,13.821535,300375.0,2.0,29.0,2020.0,1.0,0.0,0.0,0.0,1.0,13.0,0.03585944,0.002241215,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,90.333336,0.24758263155783158,0.7541662,0.0085,0.01864183,0.0,1.0,1.0,48373.0,1.241283,0.0,0.0625,0.002241215,0.0
